loan_id,customer_id,loan_status,application_time,current_loan_amount,term,tax_liens,purpose,no_of_properties,home_ownership,annual_income,years_in_current_job,months_since_last_delinquent,no_of_cars,no_of_children,credit_score,monthly_debt,years_of_credit_history,no_of_open_accounts,no_of_credit_problems,current_credit_balance,max_open_credit,bankruptcies,month_since_last_delinquent
9a16e13f-16f5-4000-8416-d252e159f3be,0391d2ac-a333-4c1b-ba4e-c06b6b7a44e8,loan given,2015-08-23 10:23:00,14021.0,long term,0.0,debt consolidation,0.0,,,,,,,,,,,,,,,
a2a6c95d-b13e-4d10-8a33-104c2daff434,d2324f24-a6ed-45d0-873d-1dc9e8f768e8,loan given,2015-02-11 14:18:00,6034.0,short term,0.0,debt consolidation,2.0,,,,,,,,,,,,,,,
1fb1024d-6496-4d71-a503-83d7a93a9033,bb64bb45-d501-4de3-9c09-172668d0d8b5,loan given,2015-01-03 13:02:00,21470.0,long term,0.0,debt consolidation,1.0,,,,,,,,,,,,,,,
41405e44-f27f-495a-b979-ac58a48a769a,321a4ce9-5761-4a56-a0cf-33d44d6c7409,loan given,2015-06-17 13:12:00,6895.0,short term,0.0,debt consolidation,3.0,rent,35460.0,10+ years,,0.0,2.0,745.0,605.78,18.0,7.0,0.0,11140.0,25319,0.0,
9e33e57d-4a93-4c16-adaf-6cb43e3264ed,dfdf0e8f-ec99-41d7-8188-008a2f63bd22,loan refused,2015-06-06 12:16:00,34171.0,long term,0.0,debt consolidation,0.0,home mortgage,117156.0,10+ years,6.0,0.0,3.0,600.0,2704.35,15.0,17.0,0.0,17652.0,23823,0.0,
dfd5ba4f-2c18-4575-975d-5014a0594189,19922307-a878-44fd-84ed-e1a8204d5be7,loan refused,2015-12-23 14:56:00,28140.0,long term,0.0,debt consolidation,2.0,home mortgage,,7 years,,5.0,1.0,,1871.98,18.0,9.0,0.0,38611.0,53257,0.0,
b5010b9e-1a7b-445e-91df-b6812cfd7605,c28f5c06-c1ee-48e6-b6a2-e774acc0b63d,loan refused,2015-07-11 12:07:00,2389.0,short term,0.0,other,1.0,rent,16922.0,10+ years,,1.0,3.0,6550.0,224.21,12.0,7.0,0.0,5793.0,8557,0.0,
761ea858-7adc-4632-b46b-c8c0d2101488,e7c80558-292b-42c1-a1fb-a52600ca692c,loan given,2015-09-10 12:45:00,99999999.0,short term,0.0,home improvements,0.0,home mortgage,75968.0,10+ years,0.0,1.0,0.0,732.0,747.02,27.0,5.0,0.0,46478.0,47234,,
f3cd3db9-a8b5-4550-8f48-786a68d62a9b,00d831d5-f455-4d67-b8ab-642badbdbde4,loan refused,2015-07-20 11:50:00,14847.0,short term,0.0,small_business,2.0,home mortgage,209070.0,10+ years,71.0,0.0,2.0,686.0,2090.7,15.0,7.0,0.0,7922.0,9793,0.0,
b2b34119-8379-41cd-8c1a-cda5cadf9077,ea3764ae-6611-4331-9057-231a0fc7afdd,loan refused,2015-11-28 13:07:00,13483.0,short term,0.0,debt consolidation,3.0,rent,60486.0,1 year,26.0,2.0,2.0,719.0,1859.94,19.0,12.0,0.0,1487.0,7048,0.0,
817c45f9-8b83-42d4-9db3-b08b10ebe4e2,8313004e-20d8-4453-b4f1-366e7b770709,loan refused,2015-07-22 13:41:00,12198.0,short term,0.0,debt consolidation,4.0,rent,71155.0,7 years,10.0,3.0,1.0,7360.0,1251.14,14.0,9.0,0.0,3643.0,4775,0.0,
3ca280e3-8bf3-42b6-8a9d-7e50ec7e39c3,c0854c6f-f203-4f8f-9bfb-f3d61bb26ac3,loan given,2015-07-14 13:07:00,99999999.0,short term,0.0,home improvements,4.0,home mortgage,88389.0,10+ years,2.0,3.0,3.0,736.0,724.05,14.0,8.0,0.0,15222.0,28084,0.0,
5579b019-d10d-466c-a563-e042718a8496,13db2899-a819-4453-b33b-8cc55c1fbb98,loan given,2015-06-27 10:35:00,13234.0,long term,0.0,debt consolidation,3.0,rent,49775.0,8 years,,2.0,0.0,733.0,1008.36,17.0,6.0,0.0,12601.0,14016,0.0,
1ecfd700-be5a-4faf-928d-ec750b45020a,e9658c4a-0a9d-4cd1-b4e3-075ad7b5e3a8,loan given,2015-09-29 11:19:00,11005.0,long term,0.0,debt consolidation,2.0,,,,,,,,,,,,,,,
d1d2e770-5212-406a-a3b2-7cf1f1404654,de11e80f-721f-4539-90af-1cee074da7e4,loan given,2015-10-26 11:41:00,27437.0,long term,0.0,other,3.0,,,,,,,,,,,,,,,
b6c2b52b-7f6d-48e8-a20e-c8daf68c5344,1b805589-f9d2-4f7b-9bae-1628c26cc39f,loan given,2015-09-29 12:45:00,18251.0,long term,0.0,debt consolidation,2.0,,,,,,,,,,,,,,,
789867a9-cdbe-4310-ab54-bbf2047da817,e41b04fa-79ac-468c-922e-418929992444,loan given,2015-06-17 14:14:00,10111.0,short term,0.0,debt consolidation,2.0,home mortgage,,6 years,,1.0,3.0,,1650.12,15.0,12.0,1.0,6651.0,17595,1.0,
017e0e04-af4c-4ae7-877d-cc1082d616fa,4d74be4e-08ca-4421-9cec-2480e5e338ae,loan given,2015-06-08 11:56:00,11055.0,short term,0.0,debt consolidation,4.0,home mortgage,83530.0,10+ years,,4.0,2.0,744.0,1378.24,15.0,9.0,0.0,10828.0,18291,0.0,
5cc9ae31-a860-4b3c-ac2a-dd50aa943e40,86a11792-8568-46e5-8fc7-acfd049a5a1c,loan given,2015-06-20 14:24:00,14658.0,long term,0.0,debt consolidation,0.0,,,,,,,,,,,,,,,
de428292-fa48-473e-833b-55e5831d73ca,b8d59293-4e8f-440f-94ab-16447ca80758,loan given,2015-05-01 11:15:00,99999999.0,long term,0.0,other,0.0,,,,,,,,,,,,,,,
6e30f144-84cf-4240-b452-8cd180ac04a5,8dc443bf-b0b9-41df-9721-b69a49c11dc0,loan given,2015-07-19 11:40:00,13067.0,short term,0.0,home improvements,4.0,,,,,,,,,,,,,,,
3fba82b7-ab55-4f35-b695-1135a3d1cf86,489f7f38-0fe2-4869-9701-78024133e13e,loan given,2015-04-21 10:45:00,21510.0,short term,0.0,debt consolidation,4.0,home mortgage,81944.0,4 years,,3.0,0.0,750.0,1188.19,30.0,6.0,0.0,88922.0,178200,0.0,
3977ef3e-0ca1-43f2-8efd-d7018b7f51aa,7d201a7c-ac6d-4731-b3e2-295f47be623a,loan given,2015-04-17 10:54:00,25533.0,long term,0.0,debt consolidation,3.0,home mortgage,76598.0,3 years,,0.0,2.0,728.0,1067.26,24.0,14.0,0.0,25356.0,78259,0.0,
a1370397-6dfa-4720-8273-4d5467123058,addfe8ee-a08d-41fc-bfdd-72d78e762b41,loan refused,2015-02-04 14:10:00,7956.0,short term,0.0,home improvements,4.0,rent,24863.0,6 years,,0.0,0.0,740.0,163.06,14.0,9.0,0.0,4480.0,8550,0.0,
5cb07c1e-c825-45c7-80a1-d35a9f96b9e8,ce7585bc-7919-4639-a171-5018cd3563ff,loan given,2015-09-02 13:06:00,15054.0,short term,0.0,debt consolidation,3.0,home mortgage,60216.0,,63.0,5.0,0.0,746.0,287.03,13.0,3.0,0.0,548.0,6022,0.0,
2df6771f-8b18-48db-a90d-1c63665755b9,5a5dfd45-eeb5-47a1-bec5-956010dc7ce8,loan refused,2015-12-06 10:08:00,1203.0,short term,0.0,other,1.0,rent,31266.0,< 1 year,,2.0,1.0,640.0,48.98,10.0,3.0,0.0,1184.0,1503,0.0,
8f50b219-f1da-4ab1-b876-c6d572e316ef,b9fd089c-d7b2-4fdc-9a1b-1028ed6c63d9,loan given,2015-08-23 12:50:00,5114.0,short term,0.0,home improvements,2.0,,,,,,,,,,,,,,,
51ab4c14-8a69-40a7-8cb5-09aca909b400,88521875-7e17-44a6-b043-93d7cb2d46e9,loan given,2015-02-11 11:38:00,14113.0,short term,0.0,debt consolidation,2.0,home mortgage,,2 years,,2.0,2.0,,1369.5,8.0,13.0,0.0,16719.0,25921,0.0,
0dc85abd-9072-4c94-aa9c-8ff3a904bc4c,b271e85b-74ed-4164-a19d-ba919159be28,loan given,2015-06-14 12:04:00,6847.0,short term,0.0,home improvements,1.0,home mortgage,,3 years,9.0,2.0,2.0,,778.89,27.0,14.0,0.0,14939.0,25625,0.0,
1f7522bb-fcc3-46b0-880e-4dabd864bc62,d2d57be1-0890-4f13-866a-59cc73f88ef6,loan given,2015-10-04 11:07:00,99999999.0,short term,0.0,debt consolidation,3.0,,,,,,,,,,,,,,,
7edaf1b1-e721-4b9b-b4c6-27dd04f859c3,1781a76d-9cf5-44d3-9ecc-a3f81e91a579,loan given,2015-08-14 10:57:00,5859.0,short term,0.0,other,0.0,own home,42185.0,10+ years,,2.0,0.0,749.0,29.18,20.0,12.0,0.0,135.0,67379,0.0,
30b02394-45f6-4bdf-b6e3-bcf01eff0dac,656e43f1-475b-4fca-a3d2-b8b20d84cfd2,loan given,2015-10-02 13:15:00,27742.0,long term,0.0,debt consolidation,2.0,,,,,,,,,,,,,,,
968ad03a-045a-4a59-8cd8-d8309fab190e,9d99ba66-28ca-431f-93ea-3c643307eb4f,loan refused,2015-09-21 14:45:00,30726.0,short term,0.0,debt consolidation,0.0,home mortgage,,6 years,,2.0,0.0,,1430.98,26.0,5.0,0.0,10262.0,10757,0.0,
799ae549-a20a-4586-a51a-11e6375cff5d,178baac6-662d-445e-abc2-d98c1ebb6ee5,loan given,2015-03-23 10:23:00,7986.0,short term,0.0,other,2.0,,,,,,,,,,,,,,,
e714a13b-e019-42bb-8781-129738a47bcf,e20f4866-ae97-492a-b4c6-cbb326d64aac,loan refused,2015-02-25 10:05:00,17717.0,long term,0.0,debt consolidation,0.0,home mortgage,48250.0,10+ years,,4.0,0.0,720.0,908.7,25.0,15.0,1.0,13572.0,33762,1.0,
da6ee1d6-0b90-4080-9a29-646282c32e92,5c7dd486-9439-42da-8d76-0704c892baf7,loan given,2015-06-18 13:14:00,11218.0,short term,0.0,debt consolidation,1.0,rent,57517.0,10+ years,54.0,2.0,1.0,742.0,546.41,17.0,8.0,0.0,15146.0,30475,0.0,
625a5dd2-eafc-43ae-9460-1dd2da5f41e0,ac318ca3-271a-4f32-addb-8f9a458bcca2,loan given,2015-05-09 14:30:00,22481.0,short term,0.0,debt consolidation,2.0,,,,,,,,,,,,,,,
20b12f18-402b-4144-91b6-f132c6503a15,cf23647e-cb1b-4441-a6ed-2fcfc8e3e4ea,loan given,2015-09-19 11:30:00,11343.0,short term,0.0,debt consolidation,3.0,,,,,,,,,,,,,,,
60dae0eb-bdd3-4c6a-8fe1-16d260152117,c4ba4fca-9670-43ad-869b-a0906abf8292,loan refused,2015-12-05 12:28:00,5270.0,short term,0.0,debt consolidation,1.0,own home,,< 1 year,19.0,0.0,2.0,,931.38,22.0,11.0,0.0,37219.0,43736,0.0,
774a9c2a-3758-453d-822f-837fafb12233,71b35752-bee7-4f69-a085-03c7d3d6f660,loan given,2015-02-12 12:55:00,9551.0,short term,0.0,debt consolidation,2.0,,,,,,,,,,,,,,,
bb2a34ae-03d1-4c8d-909f-335a36706d6b,758aa758-171f-4443-b268-979831a5031b,loan given,2015-02-08 11:08:00,10243.0,short term,0.0,debt consolidation,3.0,rent,48014.0,1 year,43.0,3.0,0.0,733.0,1264.37,18.0,8.0,1.0,3689.0,14356,1.0,
1b6db2b0-1d08-4296-9dc8-8139f49e5827,3ed82f5e-0119-4030-98ca-cfb1af9353c5,loan given,2015-10-18 10:58:00,35560.0,long term,0.0,debt consolidation,1.0,,,,,,,,,,,,,,,
e9fc994b-522e-493e-adb8-79a57840f34e,71241158-dd8d-4e99-9e4a-1e26f495abd3,loan given,2015-11-21 11:58:00,99999999.0,long term,0.0,debt consolidation,3.0,rent,64214.0,5 years,,4.0,2.0,746.0,963.2,23.0,10.0,0.0,9531.0,25690,0.0,
73891625-bc2b-406b-81ab-0a74adc51838,997e994e-7ab2-487c-a03f-c658949afe88,loan given,2015-09-03 13:37:00,12055.0,short term,0.0,debt consolidation,2.0,home mortgage,44202.0,,,1.0,3.0,742.0,825.11,20.0,13.0,0.0,12042.0,16251,0.0,
8b9b9460-21e8-4db7-8867-8ada2c1a45a5,946b081b-50db-4842-a186-e59c15120bd1,loan given,2015-10-03 12:22:00,3976.0,short term,0.0,other,2.0,,,,,,,,,,,,,,,
cda7260d-e1fb-439e-a3b7-f5ac190b8e3b,8f4c5ee0-b929-490f-add1-d6147ac39f8a,loan given,2015-08-07 10:46:00,4515.0,short term,0.0,small_business,2.0,,,,,,,,,,,,,,,
fec2d7c8-989f-49ef-8074-c373e8c7bf6d,cca3e74a-001b-4a3d-af66-e0e60c8f234a,loan given,2015-08-14 14:34:00,12314.0,short term,0.0,debt consolidation,2.0,rent,94634.0,10+ years,28.0,2.0,1.0,737.0,1072.52,21.0,23.0,0.0,15040.0,25666,0.0,
5b9b3e3c-8bf5-4372-aa7d-137a1925b013,415fdce4-54b8-4e92-a8f8-8079295e276a,loan given,2015-02-18 12:57:00,17182.0,short term,0.0,debt consolidation,2.0,home mortgage,111177.0,2 years,,0.0,0.0,745.0,885.71,15.0,10.0,1.0,13809.0,24441,1.0,
dd5dbe3d-2c36-430e-973b-2fed1c704680,9430989c-aa17-4384-8468-f77d3f331b51,loan refused,2015-05-28 11:13:00,9838.0,short term,0.0,debt consolidation,2.0,rent,46239.0,10+ years,,2.0,1.0,746.0,264.72,16.0,8.0,0.0,15076.0,29217,0.0,
26c08323-fb4f-4874-94bd-c71b276b8a1a,46ba24b3-15ee-478c-ab0d-008f21768d0c,loan refused,2015-11-24 14:45:00,35091.0,short term,0.0,buy a car,1.0,rent,,4 years,,0.0,1.0,,1194.77,8.0,11.0,0.0,41384.0,78379,0.0,
46c68086-9513-4012-964a-44b983e22b3d,747afb78-f82b-4229-8656-edd89a3cef5d,loan given,2015-06-22 13:23:00,28504.0,long term,0.0,debt consolidation,2.0,,,,,,,,,,,,,,,
1ce40a29-3179-4188-947c-bca6bbbfe30f,142ba705-5d3f-424c-9f77-d9928247304e,loan refused,2015-10-13 14:44:00,30489.0,long term,0.0,debt consolidation,4.0,rent,223586.0,10+ years,22.0,2.0,2.0,640.0,2627.14,15.0,11.0,0.0,9861.0,14942,0.0,
be3ff5ae-47f2-4b53-b876-f98e58dfe1fe,2d822a9c-cd0c-4b4c-8ac8-07bac9371b1d,loan given,2015-02-20 10:27:00,14738.0,long term,0.0,debt consolidation,2.0,,,,,,,,,,,,,,,
24805183-a3a4-4f97-b5de-22f8a51e9df0,44f2cc93-122a-4324-9e98-3212ef09ffab,loan given,2015-10-01 11:06:00,7635.0,short term,0.0,other,1.0,,,,,,,,,,,,,,,
fef93fa9-b651-497d-b1cd-796ecb55bfcd,4c16660f-4ce4-4d3d-8987-fbe20a5c8833,loan given,2015-09-20 11:31:00,35343.0,long term,0.0,debt consolidation,2.0,home mortgage,156822.0,2 years,,2.0,2.0,729.0,2025.62,15.0,19.0,0.0,24822.0,37896,0.0,
f3e25e2a-94a1-48dc-b2ec-2af43fcf0115,b4507e8e-178e-4b93-8b63-30ad3e6a9035,loan given,2015-08-22 13:58:00,15490.0,short term,0.0,debt consolidation,2.0,rent,,10+ years,,5.0,1.0,,1212.73,22.0,13.0,1.0,20547.0,29778,1.0,
e9190e00-94f7-48bc-8404-0064f5c66bb3,8b8dfdc7-c387-4e3b-874a-cdafbe210391,loan given,2015-04-04 10:05:00,99999999.0,short term,0.0,debt consolidation,3.0,rent,64562.0,3 years,59.0,4.0,3.0,746.0,1302.01,24.0,13.0,1.0,6592.0,7173,1.0,
01961118-4a9b-4f56-b65f-0b1b819fa936,dc272818-8d28-4e2b-879e-28058346ddee,loan given,2015-02-15 12:00:00,17579.0,long term,0.0,debt consolidation,2.0,,,,,,,,,,,,,,,
e3d2c08e-db8e-475e-93f2-a68a9cd204e1,87d9e31f-1531-4aed-9a6f-869338c5ea99,loan given,2015-10-14 11:16:00,9841.0,short term,0.0,debt consolidation,4.0,rent,63967.0,1 year,49.0,1.0,2.0,740.0,719.62,13.0,8.0,0.0,4816.0,10139,0.0,
1987a151-0951-4635-bcd9-d5fec6c775e8,fef94456-3fce-4982-8ad7-41917904b34b,loan refused,2015-12-30 11:03:00,12161.0,short term,1.0,debt consolidation,4.0,home mortgage,74837.0,9 years,,2.0,0.0,743.0,1534.16,18.0,14.0,1.0,29990.0,34079,0.0,
7cd54c38-2217-4685-a169-91f8ebf884d3,f40051fb-710f-4442-ae8d-f60f7eeab8fa,loan given,2015-09-21 14:23:00,34325.0,short term,0.0,debt consolidation,1.0,home mortgage,294210.0,2 years,,1.0,3.0,730.0,2745.96,21.0,13.0,0.0,54005.0,53951,0.0,
b7d5e5b8-0efb-44ce-b18b-57486f7f66d6,ad6d27a9-6e3a-45df-9f0f-aca021e0157c,loan given,2015-10-05 12:27:00,13164.0,long term,0.0,debt consolidation,2.0,,,,,,,,,,,,,,,
3b2968d5-7f56-4d13-8bc3-58cd59716761,a2e683a3-1d04-4376-b88c-b041ed570986,loan given,2015-05-19 11:05:00,10039.0,short term,0.0,debt consolidation,0.0,home mortgage,89347.0,3 years,19.0,4.0,0.0,742.0,1109.39,23.0,17.0,1.0,23866.0,30325,1.0,
fa1baff0-474e-4e47-8468-2dfd1ec8aab6,044089f7-1c2d-40e8-a2e2-01b514676c5a,loan given,2015-02-26 10:50:00,9708.0,short term,0.0,debt consolidation,0.0,home mortgage,42475.0,3 years,,4.0,2.0,745.0,495.54,9.0,6.0,0.0,10971.0,16983,0.0,
25b46326-4823-4245-9aa5-beefed40a1de,40f7457d-8262-4a7b-82b9-f4fb728611ac,loan given,2015-05-13 13:35:00,23758.0,long term,0.0,debt consolidation,0.0,home mortgage,102950.0,7 years,,2.0,2.0,730.0,1269.72,18.0,12.0,0.0,39988.0,67094,0.0,
1dbb70b6-0776-4454-82b4-cf62372d88b3,89556677-8538-4f3d-96e7-cd071acca237,loan given,2015-04-28 14:17:00,7056.0,short term,0.0,debt consolidation,2.0,,,,,,,,,,,,,,,
af6373a3-6ef8-4fa8-af15-1991cf655813,80b00efd-e5ab-44d7-b011-283c00f24a1a,loan given,2015-02-16 12:34:00,18762.0,long term,0.0,debt consolidation,3.0,,,,,,,,,,,,,,,
34a7337b-f052-4bb0-b2eb-5b512a9d33ab,6bf70f8d-6fff-49a0-b458-5ef272c82ead,loan given,2015-03-28 11:43:00,9398.0,short term,0.0,debt consolidation,3.0,,,,,,,,,,,,,,,
b64eaedb-99ae-4933-b393-16fa67195861,842e6c1f-4962-44bb-9b41-5c66fd43e246,loan given,2015-11-06 12:13:00,10139.0,short term,0.0,debt consolidation,1.0,home mortgage,74015.0,4 years,39.0,1.0,3.0,742.0,2060.07,27.0,6.0,0.0,9398.0,10041,0.0,
985fa7f2-c6b8-4ed0-8ad8-24c99b9109fe,b7732087-dd73-4d9b-8e6e-7b8e1c724407,loan refused,2015-08-24 12:12:00,35816.0,long term,0.0,debt consolidation,0.0,home mortgage,74189.0,< 1 year,,2.0,1.0,656.0,1211.76,11.0,15.0,0.0,10411.0,14419,0.0,
3c7753a5-f401-4991-b4ba-f75bb7293fae,ce92e8b9-62c5-40fe-9ce0-d892fae28705,loan given,2015-04-15 13:32:00,12768.0,short term,0.0,debt consolidation,2.0,,,,,,,,,,,,,,,
191a9e66-cf33-4e8e-b563-50f427c78516,6278f778-2976-4082-b6b6-afbe2c696948,loan given,2015-10-23 10:47:00,14021.0,short term,0.0,debt consolidation,2.0,home mortgage,39776.0,< 1 year,,5.0,1.0,742.0,855.18,14.0,19.0,0.0,11661.0,23945,0.0,
a55ac331-8378-48d7-a7ed-b8b82ead36d7,5b4f1670-e29e-443e-832f-2a5e41f6e84f,loan refused,2015-01-22 13:54:00,6458.0,short term,0.0,debt consolidation,1.0,home mortgage,44708.0,3 years,,3.0,1.0,734.0,756.3,14.0,10.0,0.0,2791.0,6491,0.0,
96fd9605-77cc-4581-a587-999451d413fc,3eceaf3b-4e35-4036-9a10-ae956aea7a44,loan given,2015-06-20 12:58:00,6031.0,short term,0.0,debt consolidation,2.0,rent,,< 1 year,38.0,0.0,0.0,,283.06,17.0,6.0,0.0,12462.0,22096,0.0,
2f302982-6010-4c6f-909b-22007508283d,0e95540b-643c-4e50-bea6-cd6caf5658c5,loan given,2015-09-14 12:30:00,12097.0,long term,0.0,debt consolidation,2.0,,,,,,,,,,,,,,,
30d79aae-d43d-414b-a4d1-a78928c40630,629dd9ab-4c2a-4fcd-ad9f-51755bbb0fde,loan given,2015-09-01 11:12:00,14721.0,short term,0.0,debt consolidation,0.0,,,,,,,,,,,,,,,
49a2a854-beca-4946-aef0-d298714551eb,bbd8548a-da42-4d27-969f-abaa24fd7e15,loan given,2015-10-25 11:23:00,15018.0,long term,0.0,debt consolidation,4.0,,,,,,,,,,,,,,,
4ebc06e6-2538-4e31-8156-033464af34cb,e6ee5ff6-551e-4cd9-8aec-5fcab8f94e53,loan given,2015-05-30 13:03:00,18702.0,short term,0.0,debt consolidation,2.0,,,,,,,,,,,,,,,
30d5966d-1496-42d8-b476-6f45b616b66e,76ddd997-fd54-4512-a0cb-0b2f2eff6f13,loan given,2015-02-09 11:00:00,3253.0,short term,0.0,business loan,4.0,,,,,,,,,,,,,,,
29787e87-0b76-4d1c-a6a0-08646643d8a1,0449a9e1-7c73-4054-b274-c04813f7fdb4,loan given,2015-07-18 10:17:00,1868.0,short term,0.0,medical bills,1.0,,,,,,,,,,,,,,,
3d160418-9e35-42d1-a93e-c5a68dd242b4,2902f24c-0e68-44ae-ac1f-e670ee2fbc0a,loan given,2015-08-14 11:14:00,1003.0,short term,0.0,take a trip,3.0,rent,54135.0,10+ years,,0.0,3.0,734.0,657.74,19.0,11.0,0.0,6762.0,10632,0.0,
3be178ba-e887-480c-8669-55fac000d010,1c4ee730-984b-4750-88ff-ea1693a42d30,loan given,2015-05-02 10:46:00,99999999.0,short term,0.0,debt consolidation,4.0,rent,87480.0,3 years,52.0,1.0,1.0,740.0,1596.52,15.0,10.0,0.0,5446.0,10721,0.0,
866c4af6-dbfe-403c-b0dc-2da3e99f898f,4edda518-3c71-4e6e-97bb-30147fccf956,loan given,2015-12-18 14:56:00,99999999.0,short term,0.0,debt consolidation,3.0,home mortgage,37567.0,< 1 year,33.0,3.0,1.0,747.0,358.14,12.0,11.0,0.0,5339.0,30681,0.0,
f308e714-db80-4142-b888-8aa71ab9c571,6edcc63d-bf08-40f9-8e57-22033a0ea9cd,loan given,2015-07-09 10:41:00,99999999.0,long term,0.0,debt consolidation,2.0,rent,59788.0,4 years,,2.0,3.0,734.0,722.45,27.0,4.0,1.0,12271.0,14105,1.0,
340a893f-a218-4f60-b61e-f72a4868e882,0c6dce1e-2025-4432-bc1a-44cb796661fb,loan given,2015-07-14 11:41:00,5038.0,short term,0.0,home improvements,1.0,own home,211596.0,2 years,,1.0,1.0,750.0,562.49,13.0,4.0,0.0,9282.0,25019,0.0,
4805b57a-5a5e-42f2-b132-f93b20391bdd,b8eae476-95dd-4be7-bbeb-4a5b4e4aedf6,loan given,2015-08-05 12:13:00,99999999.0,short term,0.0,debt consolidation,1.0,home mortgage,58668.0,2 years,,2.0,2.0,741.0,1143.05,23.0,15.0,0.0,45101.0,59974,0.0,
0ec47861-1a0b-4167-85f1-cceea8541795,f4dc50db-0fa5-415d-9a97-68203cec7c63,loan given,2015-08-27 14:29:00,11318.0,long term,0.0,debt consolidation,2.0,home mortgage,39712.0,2 years,16.0,4.0,1.0,731.0,807.47,15.0,11.0,0.0,5998.0,14489,0.0,
ef86f646-0aa9-43d9-b283-2487750520a6,5ded828d-5ec3-4797-a227-44e7ac7d35f4,loan given,2015-01-13 13:53:00,5620.0,short term,0.0,debt consolidation,2.0,home mortgage,58209.0,10+ years,70.0,3.0,2.0,748.0,664.55,27.0,17.0,1.0,5573.0,17148,1.0,
2d5e3c30-20c9-4526-92b7-772d8dea47c1,a736367b-d4ac-4681-a818-3add9f0dde30,loan given,2015-09-04 14:58:00,20527.0,long term,0.0,debt consolidation,2.0,,,,,,,,,,,,,,,
dee48208-19e6-4b9b-bb0d-62895da5d931,8ebb2aa2-193e-45f9-9227-b4a23334436a,loan given,2015-04-23 10:28:00,7453.0,short term,0.0,other,0.0,rent,37208.0,5 years,,2.0,1.0,743.0,613.93,11.0,9.0,0.0,0.0,0,0.0,
a05b85bf-0c8d-462d-be78-e6c3c125fd68,9a8347df-71c2-4121-92df-44a94699bc65,loan given,2015-07-21 13:27:00,25600.0,short term,0.0,business loan,0.0,home mortgage,96491.0,2 years,,2.0,3.0,732.0,1648.39,22.0,9.0,0.0,35059.0,48760,0.0,
00aaddd8-4a82-4eb7-aa3c-01935a6f5411,3652ae37-49f2-4844-b856-d87624eedb67,loan given,2015-11-21 12:06:00,13828.0,short term,0.0,debt consolidation,4.0,rent,45434.0,10+ years,14.0,0.0,0.0,746.0,858.33,26.0,11.0,0.0,6893.0,12836,0.0,
3fa53289-7bfd-438c-9ead-5258e6ddeead,1c9ac80b-26e8-4973-bdcc-d9dc1fb98ba6,loan given,2015-09-27 10:57:00,99999999.0,long term,0.0,home improvements,1.0,home mortgage,68873.0,2 years,48.0,4.0,0.0,735.0,494.73,22.0,8.0,0.0,3350.0,9055,0.0,
62308276-f70d-4da2-bdae-47ecf20e2eb2,02205b94-91cd-49c4-aa7f-fa33451c68e1,loan given,2015-08-08 14:38:00,8743.0,short term,0.0,debt consolidation,2.0,,,,,,,,,,,,,,,
1178dcc7-28b4-455b-92bf-709790195b10,f40fbcdb-b2ad-4326-afb9-a332ce682447,loan given,2015-03-16 13:34:00,10959.0,short term,0.0,debt consolidation,2.0,rent,69741.0,10+ years,37.0,2.0,3.0,747.0,978.12,31.0,9.0,0.0,30173.0,74686,0.0,
d7360a03-c7a9-4574-8ac7-a7fc0cd636a1,e64171c0-b705-46e4-86d0-bff1620ec841,loan given,2015-08-30 10:05:00,99999999.0,short term,0.0,debt consolidation,2.0,,,,,,,,,,,,,,,
9359fe6d-d4bb-4813-aaf4-dcd3890ec484,50bc8444-00cb-4a06-8de5-84ee2a4e3ffc,loan given,2015-11-25 10:27:00,13334.0,short term,0.0,debt consolidation,4.0,,,,,,,,,,,,,,,
7f18e3aa-1364-4305-b280-a0da6b949d09,15d06ab4-f1cf-433c-8b92-e890a3af96c0,loan given,2015-04-16 12:56:00,24383.0,short term,0.0,debt consolidation,3.0,,,,,,,,,,,,,,,
9a6af2cb-0367-4329-ae64-e848b75d1248,e2c24ef9-8067-4825-a90c-b0b89ab375ad,loan refused,2015-09-01 12:29:00,24388.0,short term,0.0,debt consolidation,0.0,rent,67310.0,< 1 year,,4.0,0.0,719.0,1570.56,31.0,15.0,1.0,12133.0,22141,1.0,
9678b261-f54e-470f-b455-6585f68e133c,a8f06ac9-00bb-482f-b624-fb178427c333,loan given,2015-10-01 13:26:00,19535.0,short term,0.0,debt consolidation,4.0,rent,43855.0,2 years,,2.0,2.0,728.0,730.91,16.0,13.0,0.0,25538.0,30806,0.0,
fe411bc9-d966-4722-a860-76ddbd21a063,06b6103a-39ac-4af3-b191-b4c4656b92a3,loan given,2015-06-26 14:44:00,10763.0,short term,0.0,business loan,2.0,,,,,,,,,,,,,,,
541f3133-623d-4e00-9d78-f8fb239b414e,d5dd5b51-3768-4ae6-b1c0-66c4722109bc,loan given,2015-06-23 11:31:00,19882.0,short term,0.0,debt consolidation,0.0,own home,125257.0,3 years,,4.0,0.0,731.0,735.88,13.0,9.0,0.0,22101.0,30526,0.0,
685e6f82-15a1-4f54-8335-4fb47a3018ac,1decd701-5524-4af8-a061-e0df84c6b064,loan given,2015-11-19 13:47:00,19710.0,short term,0.0,debt consolidation,0.0,rent,73913.0,2 years,79.0,3.0,3.0,740.0,862.31,22.0,7.0,0.0,6635.0,8273,0.0,
